id,ma_khach_hang,noi_dung_binh_luan,noi_dung_binh_luan_stopword,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,sentiment_label,positive_score,negative_score,sentiment,lenght,day_of_week,time_group,day_group
18672,1810,"Bóng lắm mn ơi, kháng nước tốt lắm luôn. Nâng tông ổn lắm, giá rẻ. Da mình dầu mụn dùng khá thích tại mình thích căng bóng của hiệu ứng kcn này",bóng kháng tốt nâng tông_ổn giá rẻ dầu mụn thích thích căng bóng hiệu_ứng kcn,2023-03-07,21:25,4,422218132,positive,7,0,positive,77,Tuesday,2,3
18673,1700,"Đầu tiên mua thử hủ 30ml xài, thấy êm cực kỳ nên quất luôn tuýp 60ml xài cho đã =]]]]",thử hủ xài êm_cực_kỳ quất tuýp_sử_dụng,2020-05-29,22:39,5,318900005,positive,0,0,positive,38,Friday,2,2
18675,2221,không ý_kiến,không,2021-02-06,23:04,5,422218746,positive,0,0,positive,5,Saturday,2,1
18676,2064,"e là da dầu nhiều ở vùng chữ T, hồi đó toàn sài này cho body tại chỉ số chống nắng yếu hơn nên sài cho body k dám mặt.. sài uriage j đó cho mặt mà vẫn đổ dầu.. nay phát hiện em này .. sài được 1 tuần rồi.. có lên tone nha. thoa kỹ thoa lẹ apply vài da thấm nhanh.. ngồi 6 tiếng k bị đổ dầu k bết dính.. nói chung biết sớm hơn là quá hời.. tiếc dễ sợ.. bắt đầu hơi thích skin aqua rồi nha",dầu chữ hồi toàn chỉ_số chống nắng yếu không_dám mặt sử_dụng_uriage mặt đổ dầu phát_hiện tuần tông kỹ lẹ aply thấm tiếng không_bị đổ dầu không_bết dính hời_tiếc sợ hơi thích skin,2021-12-16,13:06,3,249500027,neutral,1,2,neutral,178,Thursday,2,3
18677,249,đoang gói cẩn thận. mua tại hasaki thì không phải lo về chất lượng ròi. cảm ơn shop,đoang gói cẩn_thận chất_lượng_ròi,2021-08-26,20:40,5,205100146,positive,2,1,positive,33,Thursday,2,3
18678,593,"Sản phẩm của Hasaki khỏi bàn về chất lượng rồi. sản phẩm giao nhanh, đóng gói và niêm phong cẩn thận, chắc chắn. KCN rất thơm, thấm nhanh, nâng tone nhẹ. Bề mặt da sau thoa mịn màn, không bết rít. ( ý kiến cá nhân)",bàn chất_lượng đóng_gói niêm_cẩn_thận kcn thơm thấm nâng tông nhẹ bề_mặt mịn màn không_bết rít ý_kiến,2023-05-12,16:39,5,422212100,positive,5,2,positive,101,Friday,2,2
18679,355,Dùng rất nhiều loại nước tẩy trang chỉ ưng mỗi loại này. Dùng rất thích ko cồn dịu nhẹ trên da ko gây cảm giác bết rích. M dùng đến 6 chai loại 400ml này r và vẫn ko có ý định đổi. Hasaki luôn có giá tốt nên m sẽ ủng hộ dài dài,tẩy ưng thích không_cồn dịu nhẹ không_gây cảm_giác bết_rích ý_định đổi có_giá tốt ủng_hộ,2019-07-21,19:38,5,422206648,positive,3,1,positive,88,Sunday,2,3
18680,858,"Gel rửa mặt sạch lắm. Hasaki giao hàng date mới, đóng gói kỹ ok lắm.",rửa mặt sạch hàng date đóng_gói kỹ_ổn,2024-04-08,18:24,5,422204795,positive,2,0,positive,37,Monday,2,1
18681,2583,không ý_kiến,không,2021-07-17,13:53,5,207500001,positive,0,0,positive,5,Saturday,2,1
18682,3276,mặt nạ sử dụng rất tốt. tốt hơn mjk nghĩ nữa.,mặt_nạ tốt tốt,2023-01-12,19:06,5,422206103,positive,3,0,positive,14,Thursday,2,3
18683,46,k pt mụi ngừi nghỉ s chứ riêng e thấy loại này k ngon lắm chất mặt nạ rất dày và vừa tay dưỡng chất thấm điều lên mặt nạ nhưng mà cái cấp ẩm k tốt đâu mụi ngừi ơi tui nặn cục mụn lên đắp cái này sáng nó đỡ đỏ cái này làm dịu da thì dc,không_mụi ngừi nghỉ không_lắm chất mặt_nạ dày dưỡng_chất thấm lên_mặt_nạ ẩm không_tốt mụi ngừi nặn_cục mụn đắp đỏ dịu,2022-06-01,7:25,3,422209605,neutral,1,1,neutral,117,Wednesday,3,2
18684,2133,"Ok lắm lun, nhất định sẽ mua lại",ổn,2022-09-29,15:29,5,422203609,positive,1,0,positive,2,Thursday,2,3
18685,784,không ý_kiến,không,2021-07-07,13:34,4,100230059,positive,0,0,positive,5,Wednesday,2,2
18686,1078,"Mình mua hàng trên hasaki nhiều nhưng chưa bao giờ viết bình luận , lần này viết là vì sp này sài rất ok , mình mua cho mẹ sài không ôm nhiều hi vọng tại vì giá tầm trung mà thâm nám lâu năm rất khó trị , nhưng trộm vía mẹ mình phản hồi rất ok mấy cô hàng xóm khen nám mờ đi da trắng sáng hơn và nhờ mình mua hộ thêm cho họ , mình có mua cho mẹ chống nắng , tẩy trang , và đắp mặt nạ . Rất khuyến khích mọi người sài thử >",hàng không_giờ viết bình_luận viết ổn mẹ không_ôm vọng giá tầm thâm_nám khó_trị trộm_vía mẹ phản_hồi ổn hàng_xóm nám mờ đi trắng hộ mẹ chống nắng_tẩy đắp mặt_nạ khuyến_khích thử,2023-06-29,11:21,5,422206644,positive,2,0,positive,177,Thursday,2,3
18687,1022,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",dễ_dàng thoải_mái thư_giãn,2023-05-02,15:07,5,308500009,positive,2,0,positive,26,Tuesday,2,3
18688,109,tốt,tốt,2024-09-10,7:44,5,422211447,positive,1,0,positive,3,Tuesday,3,3
18689,698,MÌNH RẤT THÍCH HASAKI VÀ SP TẨY TRANG NÀY,thích sản_phẩm_tẩy,2023-04-29,18:41,5,100230059,positive,2,0,positive,18,Saturday,2,1
18690,693,"Sử dụng dễ dàng, rất thoải mái, thư dãn tột độ",dễ_dàng thoải_mái thư_dãn,2023-04-29,18:38,5,422202253,positive,0,0,positive,25,Saturday,2,1
18691,109,tốt,tốt,2024-09-10,7:44,5,205100137,positive,1,0,positive,3,Tuesday,3,3
18692,1139,Eo xài thích cực luôn. Xài 5 năm rồi chưa bao giờ thất vọng. Xài hẳn cái chai to như này nó sướng lắm mấy bà. Tui xài gần 1 năm rồi chưa hết chai luôn á. giờ mới viết rcm nè. Nào hết tui mua chai to như này tiếp,thích cực không_giờ thất_vọng hẳn sướng không_hết á_giờ viết rcm tiếp,2024-03-19,22:59,5,422207423,positive,1,1,positive,69,Tuesday,2,3
18693,3624,"Mình có mua sp này nhưng 454gr 389k, mình dùng đúng 1 lần và thấy không phù hợp với da mình, pass nhanh 300k cho bạn nào có nhu cầu, liên hệ zalo mình 0962095481, mình ở Q5 HCM, mình mua ngày 13/04",không_phù_hợp cầu liên_hệ zalo,2023-04-14,14:11,5,422208981,positive,2,1,positive,30,Friday,2,2
18694,3508,Đắp mắt này bỏ vô tủ lạnh đắp lên thích thật sự luôn căng da mắt mà giảm thâm tốt,đắp mắt vô_tủ_lạnh đắp thích căng_mắt thâm tốt,2021-10-01,2:47,5,386000015,positive,3,0,positive,46,Friday,3,2
18695,138,Đắp 1 lần mê luôn phải mua lại á,đắp mê,2023-07-02,20:04,5,422205806,positive,1,0,positive,6,Sunday,2,3
18696,2930,"ôm sát mặt, cấp ẩm tốt",ôm sát mặt ẩm tốt,2023-09-27,10:24,5,422209705,positive,1,0,positive,17,Wednesday,2,2
18697,3934,"Mình dùng tán hay vỗ cũng ko ăn vào da, mà nó vón lại và ra kem như tẩy da chết vậy đó. Mùi thì thơm nhưng ko ưng tí nào",tán_vỗ không_ăn vón tẩy chết mùi thơm không_ưng_tí,2023-03-11,10:19,2,100160021,negative,1,1,negative,50,Saturday,2,1
18698,787,Em này dùng cực thích dịu nhẹ. Nhưng chỉ hợp với tẩy trang mỏng nhẹ. Nhưng bạn nào make up dày và lì thì nhớ tẩy trang thật kĩ nha,cực thích dịu nhẹ hợp tẩy mỏng nhẹ dày lì nhớ_tẩy,2021-06-22,8:29,5,200400004,positive,1,0,positive,49,Tuesday,3,3
18699,1519,"Rất thích sp này ạ , sẽ mua nếu như hết ạ",thích,2023-01-08,12:53,5,422206035,positive,2,0,positive,5,Sunday,2,3
18700,1820,"Kem Dưỡng La Roche-Posay giúp dịu da, giảm mun rất hiệu quả, không gây kích ứng da",dưỡng roche posay giúp dịu mun hiệu_quả không_gây,2023-12-17,18:03,3,422216354,neutral,1,2,neutral,49,Sunday,2,3
18701,772,"mới nhận hàng check mã vạch đúng chính hãng là ok, dùng tốt sẽ ủng hộ sảm phẩm tiếp",hàng_mã vạch hãng tốt ủng_hộ sảm_phẩm tiếp,2021-11-17,10:48,5,100230056,positive,1,0,positive,42,Wednesday,2,2
18702,2555,"Eucerin thì đã dùng khá nhiều loại oke, em này cũng là một trong số đó, rửa mặt sạch, dịu nhẹ, 9/10",eucerin rửa mặt sạch_dịu nhẹ,2020-11-08,23:13,5,204100054,positive,1,0,positive,28,Sunday,2,3
18703,2460,"dùng thích cực luôn, mát và làm xẹp các nốt mụn sưng chỉ sau 1 đêm, da mình là da dầu dùng xg thì hạn chế đc tiết quá nhìu dầu. Rất tốt.",thích cực mát xẹp nốt mụn sưng đêm dầu hạn_chế tiết dầu tốt,2019-11-10,19:55,5,422202253,positive,3,2,positive,59,Sunday,2,3
18704,2244,"E vừa nhân được hộp kem. Nhưng bao bì k có niêm phong gì cả, từ hộp đến chai bên trong đều dễ mở. Làm e k thấy yên tâm lắm. Còn kết quả thì chưa xài nên chưa biết ạ",nhân hộp bì niêm hộp không_thấy yên_tâm kết_quả không_sử_dụng,2022-12-02,11:42,3,206400009,neutral,0,0,neutral,61,Friday,2,2
18705,1649,Mình da dầu vẫn xài tốt nha….,dầu tốt,2023-05-28,16:32,5,318900005,positive,1,0,positive,7,Sunday,2,3
18706,760,gói kĩ lém lưôn hàng đủ mh cho đắp nx nhg mà nên mua nha mn ơi,gói kĩ_lém lưôn hàng đắp nhận_xét,2022-05-04,18:53,5,422209635,positive,0,0,positive,33,Wednesday,2,2
18707,189,"Chai thứ 3 mình mua tại Hasaki, theo cảm nhận của mình thì mình thích dùng loại này vì nó hợp với da mình, sau khi tẩy trang da vẫn còn đó ẩm",hasaki_cảm_nhận thích hợp tẩy,2022-08-04,20:49,5,205100146,positive,1,0,positive,29,Thursday,2,3
18708,4166,không ý_kiến,không,2018-08-17,8:11,5,208000001,positive,0,0,positive,5,Friday,3,2
18709,3598,đã mua và đã dùng tốt tối qua bôi lên môi sáng môi mềm hẳn không còn nứt nẻ nữa okela nha,tốt tối bôi môi môi mềm hẳn nứt_nẻ,2024-08-07,8:02,5,422205346,positive,1,0,positive,34,Wednesday,3,2
18710,1524,"sp dịu nhẹ, kết cấu gel nên mát xa lên mặt ổn, ko kích ứng gì. tuy nhiên ai bảo ko mùi chứ mk thấy vẫn có mùi hì hắc hắc nhẹ ấy. rửa mặt xong phải rửa kĩ lại với nước ko thì lúc bôi toner lên tiếp tạo vệt trắng trăng gì ấy=))). làm sạch ở mức tạm ổn, lành tính, dịu nhẹ",dịu nhẹ kết_cấu mát lên_mặt ổn không_kích_ứng gì_nhiên bảo không_mùi mùi hì_hắc hắc nhẹ rửa mặt rửa kĩ không_thì bôi toner tiếp vệt trắng_trăng sạch tạm ổn lành_tính dịu nhẹ,2024-03-31,23:11,4,422214146,positive,4,2,positive,173,Sunday,2,3
18711,3601,"Khá ưng, làm mềm môi, dưỡng ổn",ưng mềm_môi_dưỡng ổn,2023-02-24,16:28,5,422205346,positive,1,0,positive,20,Friday,2,2
18712,324,"sp tẩy trang khá tốt, mùi thơm nhẹ, không chứa cồn. sau khi tẩy trang xong không cần rửa lại với nước mà vẫn rất thoáng nhẹ da.",tẩy tốt mùi thơm nhẹ không_chứa cồn tẩy rửa thoáng nhẹ,2020-09-12,17:18,5,422208807,positive,2,0,positive,54,Saturday,2,1
18714,526,"Đã đặt chai thứ 2. Chân ái luôn á mọi người. Mà tui sài hao quá trời. Có tháng là hết rồi. Da tui hhtd. Buổi sáng xịt khoáng ,thêm lớp serum c xong bôi em này không hề thấy vón chút nào. Lớp nền đẹp,nâng tông,kiềm dầu,chống nước! Nói chung là sẽ mua lại thêm N lần nữa!",á_mọi khoáng lớp bôi không_hề vón lớp đẹp nâng tông kiềm dầu chống,2022-07-13,20:30,5,422216416,positive,2,0,positive,66,Wednesday,2,2
18715,409,sản phẩm tốt lắm ạ,tốt,2023-04-11,15:39,5,422208976,positive,1,0,positive,3,Tuesday,2,3
18716,4070,Hay bị mụn viêm từ khi xài chấm mụn này thì đỡ hẳn. rcm cho ai da hay lên mụn viêm,mụn viêm chấm mụn hẳn rcm mụn,2023-10-06,9:41,3,422214340,neutral,1,2,neutral,29,Friday,3,2
18717,3508,mặt nạ này đắp bao xuất sắc mụn đắp lên là bớt đau rát giảm dầu nhờn tốt,mặt_nạ đắp xuất_sắc mụn đắp đau rát dầu không_tấc_dụng tốt,2021-10-01,11:17,5,422200182,positive,2,2,positive,58,Friday,2,2
18718,2400,": SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",dễ_dàng thoải_mái thư_giãn,2023-04-27,15:29,5,308500015,positive,2,0,positive,26,Thursday,2,3
18720,1081,"ngày hôm qua mình mang theo em này để đi viếng mười cảnh chùa , đeo khẩu trang + đi nắng và khi tháo khẩu trang ra thì vùng mũi và cằm bị mồ hôi làm trôi hết kem đi và để lại vệt trắng cho nên em này không chống nước hay mồ hôi nhiều đâu nha mọi người",hôm đi viếng mười_cảnh chùa đeo_khẩu đi nắng tháo_khẩu mũi cằm mồ_hôi trôi đi vệt trắng không_chống mồ_hôi,2022-02-16,14:09,3,422215804,neutral,0,2,neutral,106,Wednesday,2,2
18721,346,"Mình xài chai này chai thứ 4 rồi, thích lắm. da mình thuộc tuýp da dầu, lau xong ko bị rít da mà mịn nữa.",thích tuýp dầu không_bị rít mịn,2019-10-12,13:46,5,205100146,positive,2,0,positive,31,Saturday,2,1
18722,1864,hada labo dòng dòng sữa rửa mặt này thì không cần phải nóinó sau khi rửa mặt thì cảm thấy rất mềm mịn và có độ dưỡng ẩm pH 5.5 phù hợp mọi người nên mua nhé,hada labo dòng dòng sữa rửa mặt nóinó rửa mặt mềm_mịn độ dưỡng ẩm_phù_hợp,2021-10-03,16:21,5,224100009,positive,3,0,positive,73,Sunday,2,3
18723,2330,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",dễ_dàng thoải_mái thư_giãn,2023-05-03,16:20,5,422205164,positive,2,0,positive,26,Wednesday,2,2
18724,51,"Ban cũ rất thích , bản mới dùng bị châm chít khoảng 2phút là hết. Vẫn thích bản cũ hơn",cũ thích châm_chít thích cũ,2023-07-08,13:56,4,422218633,positive,3,0,positive,27,Saturday,2,1
18725,113,"Sản phẩm không có tem dán phụ tiếng việt, nên ko biết sản phẩm có chính hãng ko",dán phụ tiếng việt hãng không,2024-07-15,15:13,3,422206648,neutral,0,0,neutral,29,Monday,2,1
18726,1985,"kem chống nắng dạng này dễ tán đều trên da mặt, rất mỏng mịn cảm giác nhẹ tênh. mình hay mua ở hasaki vì thấy giá ổn hơn mấy chổ khác",chống nắng dạng dễ_tán mặt mỏng mịn cảm_giác nhẹ_tênh giá ổn chổ,2022-12-01,20:29,5,422207413,positive,2,0,positive,64,Thursday,2,3
18727,618,"Sau nhiều biện pháp cải thiện mụn đầu đen ở má và mũi như đắp mặt nạ đến các sp kem trị mụn nhưng ko cải thiện, mình đã chuyển qua dùng BHA này, sau 2 tuần da cải thiện hẳn, mụn đầu đen giảm, lỗ chân lông thu nhỏ hơn. Mọi người nhớ xài kem chống nắng nữa nha.",biện_pháp cải_thiện mụn đầu đen má mũi đắp mặt_nạ sản_phẩm_trị mụn không_cải_thiện tuần cải_thiện hẳn mụn đầu đen lỗ_chân_lông chống nắng,2021-11-09,11:19,5,100240016,positive,6,0,positive,137,Tuesday,2,3
18729,2746,Mình Sài rồi thấy tốt,tốt,2022-10-07,16:41,5,248700035,positive,1,0,positive,3,Friday,2,2
18730,2322,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",dễ_dàng thoải_mái thư_giãn,2023-05-04,13:25,5,422205160,positive,2,0,positive,26,Thursday,2,3
18732,220,"K hợp cho da khô, hương liệu nồng xài bị khô da",không_hợp khô hương_liệu nồng_sử_dụng khô,2022-01-18,0:39,3,422214321,neutral,0,2,neutral,41,Tuesday,3,3
18733,648,không ý_kiến,không,2023-12-26,19:13,5,100230059,positive,0,0,positive,5,Tuesday,2,3
18734,2242,"Mua 14/2 xài đến 22/2. Mình da HHTD, sức lên thấm liền vô da, hồi tiếc 1 chút là không để lại 1 lớp dưỡng ẩm cho da :",htd sức thấm liền vô_hồi tiếc_chút lớp dưỡng ẩm,2023-02-14,21:55,5,206400009,positive,0,0,positive,47,Tuesday,2,3
18735,1668,"Kem xài dưỡng ẩm tốt, chất kem thấm nhanh Dùng cực thích",dưỡng ẩm tốt chất thấm cực thích,2022-01-09,15:56,5,318900019,positive,2,0,positive,32,Sunday,2,3
18736,849,cái chất nó nhớt nhớt khá lạ rửa mặt ok nè kiểu srm này hơi bị đơn giản nên mấy bn hs sd đc lun mk sài thấy ok mà giá rẻ nx mn nên mua đi nè,chất nhớt_nhớt lạ_rửa mặt ổn kiểu hơi bị_đơn_giản ổn giá rẻ_nhận_xét đi,2022-02-25,12:45,5,422214146,positive,3,0,positive,71,Friday,2,2
18737,1524,"dùng tạm ổn. xét về giá thì e này thuộc loại bình dân, nâng tông ổn , được cỡ 2-3h là xuống tông. mỗi tội nó có hiệu ứng bling bling nên mk ko thích lắm, nếu bôi dày nhìn mặt như đánh phấn đậm í=))). kiềm dầu ko tốt lắm. kháng nước kém. đi mưa về kem chảy trên mặt như sữa nha",tạm ổn xét giá bình_dân nâng tông_ổn cỡ tông mỗi_tội hiệu_ứng bling bling không_thích bôi dày mặt đánh_phấn đậm kiềm dầu không_tốt kháng kém đi mưa chảy mặt sữa,2024-03-31,23:06,4,249500019,positive,5,4,neutral,160,Sunday,2,3
18738,162,loại này tẩy khá sạch vs lành tính. sẽ mua lại,tẩy sạch lành_tính,2023-01-06,0:41,5,422211447,positive,1,0,positive,18,Friday,3,2
18739,270,mình đã từng sử dụng loại này và thấy nói chuyện hơi cắt ảnh thôi chứ không làm hết mụn hoàn toàn Mình nghĩ bạn nào bị mụn thì nên sử dụng mấy loại chấm mụn như azelaic axit thì nó sẽ mau hết hơn,nói_chuyện_hơi cắt ảnh không_làm mụn mụn chấm mụn azelaic,2022-06-25,11:20,3,253900004,neutral,0,1,neutral,57,Saturday,2,1
18740,2450,không ý_kiến,không,2020-04-15,8:49,5,308500013,positive,0,0,positive,5,Wednesday,3,2
18741,2401,"Sử dụng dễ dàng, rất thoáng mát thu giản đến tột độ",dễ_dàng thoáng mát_giản,2023-04-27,15:21,3,422202253,neutral,0,0,neutral,23,Thursday,2,3
18742,51,"Ban cũ rất thích , bản mới dùng bị châm chít khoảng 2phút là hết. Vẫn thích bản cũ hơn",cũ thích châm_chít thích cũ,2023-07-08,13:56,4,200900037,positive,3,0,positive,27,Saturday,2,1
18743,2388,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",dễ_dàng thoải_mái thư_giãn,2023-04-28,15:54,5,308500037,positive,2,0,positive,26,Friday,2,2
18744,697,Mình rất thích hasaki và sp tẩy trang này,thích sản_phẩm_tẩy,2023-04-29,18:43,5,422216594,positive,2,0,positive,18,Saturday,2,1
18745,4418,Ê nhìn lạ mà xài ok nhe sài nó vừa sáng da mà hết mụn nữa da mình nhạy cảm dữ dằn xài nó ổn nhe,ê lạ ổn mụn nhạy_cảm dữ_dằn ổn,2024-08-29,18:53,5,248700034,positive,2,0,positive,30,Thursday,2,3
18747,1780,điều mình k thích ở em này là mùi hương liệu hơi nhiều(parfum) mặc dù ở cuối bảng thành phần.,không_thích mùi hương_liệu hơi mặc_dù bảng,2021-05-06,22:40,5,204100018,positive,1,1,positive,42,Thursday,2,3
18748,16,Dán sau nặn mụn hút dịch rất ok ạ đã mua lại lần thứ 3 ngon bổ rẻ,dán nặn mụn hút dịch ổn_ạ bổ rẻ,2023-10-14,16:52,5,100250033,positive,1,0,positive,31,Saturday,2,1
18749,1522,"xài cấp ẩm mặt tốt, sau khi dùng 2 tuần da cải thiện rõ độ sỉn màu và sáng lên",ẩm_mặt tốt tuần cải_thiện độ sỉn màu,2020-09-24,9:57,5,422206035,positive,3,0,positive,36,Thursday,3,3
18750,2925,"Giao nhanh, hàng tốt",hàng tốt,2024-08-20,8:46,5,422207148,positive,1,0,positive,8,Tuesday,3,3
18751,452,"Mình vừa sài xong một túyt. Lúc đầu đc chị ở store tư vấn mà chưa ưng lắm. Nhưng khi về sài thì oke phết. Da mình hỗn hợp, nhạy cảm, sài kcn không còn dễ như xưa mà khi sài em này oke lắm. Sáng mình thoa serum b5 r kem mụn r kcn mà nó rất tệp vào da và nâng tone nhẹ. Lớp finish đẹp, da trắng hồng hào chứ kh trắng bệt hay bị vón hay ra ghét gì hết dù cơ địa mình dễ ra mồ hôi mặt và chân tóc. Mình thấy lớp finish này giữ đc trên mặt tốt lắm luôn í. Tối tẩy trang ra vẫn thấy được kcn. Nchung ưng ;)",túyt đầu tư_vấn không_ưng ổn phết hỗn_hợp nhạy_cảm kcn xưa ổn mụn kcn tệp nâng tông nhẹ lớp finish đẹp trắng_hồng_hào không_trắng_bệt vón_ghét cơ_địa mồ_hôi mặt chân_tóc finish mặt tốt tối_tẩy kcn,2023-08-16,0:53,5,422211276,positive,4,4,positive,196,Wednesday,3,2
18752,2372,"Sản phẩm có vẻ ổn, nhưng không có điểm nào đặc biệt.",ổn,2022-07-20,17:45,3,100240016,neutral,1,0,neutral,2,Wednesday,2,2
18753,1320,tốt nhưng có lưu ý nếu bôi dày sẽ rát da với sản phẩm khá bóng mặt,tốt lưu_ý bôi dày rát bóng mặt,2021-12-21,10:02,5,253900002,positive,1,1,positive,30,Tuesday,2,3
18754,184,"tẩy trang sạch,rất ok",tẩy sạch ổn,2022-09-04,19:53,5,205100137,positive,2,0,positive,11,Sunday,2,3
18755,2289,không ý_kiến,không,2021-02-10,16:08,5,308500009,positive,0,0,positive,5,Wednesday,2,2
18756,1364,"Bông dùng siêu thích luôn, ko bị bám lông như các loại sp khác",siêu_thích không_bị bám lông,2021-05-08,23:25,5,207500008,positive,1,0,positive,28,Saturday,2,1
18757,1043,Chai 10ml be bé xinh xinh. Hy vọng xài hiệu quả nhanh trên da,bé vọng hiệu_quả,2022-08-02,14:52,5,422200236,positive,1,0,positive,16,Tuesday,2,3
18758,4298,"nước tẩy trang có mùi thơm hoa cỏ tự nhiên không hắc, sài thì lắc lên lau make up bao sạch trơn tru ko rát da u mê lắm nha rcm mn mua vừa tẩy trang mắt môi mặt tiện lắm",tẩy mùi thơm cỏ tự_nhiên không_hắc_sử_dụng lắc sạch trơn không_rát_mê rcm tẩy mắt môi mặt_tiện,2023-10-26,16:01,5,422209045,positive,3,1,positive,94,Thursday,2,3
18759,2373,Sử dụng dể dang .rất t hjjoải mái.thư giản tột độ,dể hjoải mái thư_giản,2023-04-29,19:21,5,308500037,positive,0,0,positive,21,Saturday,2,1
18760,36,Sản phẩm tốt,tốt,2023-04-17,11:18,5,100230057,positive,1,0,positive,3,Monday,2,1
18761,2078,"Sản phẩm có bao bì đẹp, về công dụng nâng tông không quá rõ nhưng chất kem dễ tán, thấm nhanh , mùi dễ chịu. Mình sẽ mua lại sản phẩm này. Tuy nhiên hơi rít chút xíu thôi, mình da khô nên xài hợp. Mình nghĩ sản phẩm này không hợp với da dầu.",bì đẹp công_dụng nâng tông không_quá chất tán thấm mùi dễ_chịu này_nhiên hơi rít chút_xíu khô sử_dụng_hợp không_hợp dầu,2019-06-25,21:07,4,249500027,positive,2,2,positive,119,Tuesday,2,3
18762,350,"Từ trc Tới h mk luôn tin dùng xài em này. Tính ra chai này là chai T3 mk xài rồi. Tẩy trang rất nhẹ dịu, khi tẩy xog nó vẫn giữ độ ẩm trên da, kh bị căng rít như nhìu hãng tẩy trang khác",tẩy nhẹ dịu_tẩy độ_ẩm không_bị căng_rít hãng tẩy,2019-09-29,10:10,5,205100146,positive,0,0,positive,48,Sunday,2,3
18763,3892,"Không biết mọi người thế nào chứ mình dùng cả bộ tận 3 tháng mới thấy bớt chút đỉnh dù đã điều chỉnh chế độ sinh hoạt các thứ, nản thật",chút_đỉnh điều_chỉnh chế_độ_hoạt nản,2019-09-30,21:19,4,345800002,positive,0,0,positive,36,Monday,2,1
18764,2389,"SỬ DỤNG DỄ DÀNG,rất thoải mái, thư giãn tột độ",dễ_dàng thoải_mái thư_giãn,2023-04-28,15:41,5,308500015,positive,2,0,positive,26,Friday,2,2
18765,180,"tẩy trang tốt, tẩy xong để khô thì sẽ khô da với lại để lại 1 lớp màng bóng trên da tui, nên mua nhe mn còn tui chuyển qua dùng garnier hehe",tẩy tốt_tẩy khô khô_với_lại lớp màng bóng garnier,2022-09-17,22:00,4,422204259,positive,1,0,positive,49,Saturday,2,1
18766,259,Shop đóng gói hàng rất kỹ lưỡng. Em này nghe review nhiều về công dụng hỗ trợ trị mụn và phục hồi da. Mong là sẽ hợp với da mình,shop đóng_gói hàng kỹ_lưỡng review công_dụng hỗ_trợ_trị mụn phục_hồi hợp,2021-07-25,11:38,5,422211878,positive,1,0,positive,72,Sunday,2,3
18767,2318,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ",dễ_dàng thoải_mái thư_giãn,2023-05-04,18:17,5,308500013,positive,2,0,positive,26,Thursday,2,3
18768,539,"Kiềm dầu hong tốt lắm, nhưng màng lọc ổn nên ráng sài",kiềm dầu tốt màng lọc ổn ráng,2022-05-10,19:17,4,204900013,positive,2,0,positive,29,Tuesday,2,3
18769,365,Sp dùng cực thích,cực thích,2018-10-26,20:01,5,422204259,positive,1,0,positive,9,Friday,2,2
18770,374,Xài ngon nhất luôn nha . Mê lắm,mê,2024-09-18,12:02,5,422208975,positive,1,0,positive,2,Wednesday,2,2
18771,2316,"Sử dụng dễ dàng , mùi hương dễ chịu , thư giãn tột độ",dễ_dàng mùi hương dễ_chịu thư_giãn,2023-05-04,20:11,5,422205164,positive,3,0,positive,34,Thursday,2,3
18772,3536,Mình đã thử và rất ưng ý. Không bị tơi hay bụi bông như các brand khác cùng loại,thử ưng_ý không_bị tơi bụi brand,2023-09-11,14:05,5,237800005,positive,1,0,positive,32,Monday,2,1
18773,1387,sài ok lắm nha mn mình da hỗn hợp thiên dầu ) ko bết rít j hết- chất thấm nhanh dưỡng ẩm tốt mềm mịn da ai hay tróc da ở mũi vào mùa đông dùng e này rất hợp ạ (giá hơi chát hơn kd dưỡng htmg nhug đỉnh ạ) mình sài từ hủ qua tới tuýt rồi đó ạ,ổn hỗn_hợp thiên_dầu không_bết_rít chất thấm_dưỡng ẩm tốt mềm mịn tróc mũi mùa đông hợp giá hơi_chát htmg đỉnh hủ tuýt,2021-12-28,21:08,5,422207826,positive,3,1,positive,118,Tuesday,2,3
18774,700,"Sử dụng dễ dàng, thoải mái, thư giãn tột độ",dễ_dàng thoải_mái thư_giãn,2023-04-27,16:08,5,308500009,positive,2,0,positive,26,Thursday,2,3
